Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 19:51:23,00:01:21,2.48775523,2.502077978,2.510776931,2.512808102,2.507335821,2.488433541,0.115201927,-81.21220531,33.45541457,76.18922248,83.05931873,62.85941461,-232.2669072,95.68248566,217.9011763,237.5496516,192.3498087,513.279375
2015-10-27 19:51:24,00:01:22,2.522705229,2.54023121,2.556868197,2.556308905,2.596457593,2.525369334,0.252678562,110.588234,147.2066832,175.0171913,174.1544279,227.9366655,316.2823493,421.0111139,500.5491672,498.0816637,697.4861963,2444.642434
2015-10-27 19:51:25,00:01:23,2.854196051,2.858581779,2.792360986,2.820061142,2.9428727,2.468439373,0.314343845,436.7851239,439.4809857,396.8310904,415.2048866,488.4109994,1249.205454,1256.915619,1134.936918,1187.485976,1494.537658,6354.323733
2015-10-27 19:51:26,00:01:24,3.214837309,3.209133676,3.132245913,3.143340793,3.029094962,2.52277467,0.226835717,620.5111459,618.0306822,583.5646773,588.6627111,533.8420682,1774.661877,1767.567751,1668.994977,1683.575354,1633.556729,8572.968083
2015-10-27 19:51:27,00:01:25,2.78002269,3.225005421,2.986035873,2.934994842,2.863365092,2.573752169,0.734571599,388.3672439,624.9087533,511.6584411,484.0475596,442.4025101,1110.730318,1787.239035,1463.343142,1384.37602,1353.751681,7136.616499
2015-10-27 19:51:28,00:01:26,2.549718984,2.682161233,2.950475393,2.877451675,3.128593927,2.525064079,0.249638227,163.6466436,313.2376523,492.5853799,450.8962875,581.8768399,468.0294008,895.8596857,1408.794186,1289.563382,1780.54313,5869.073722
2015-10-27 19:51:29,00:01:27,2.821230113,2.781207024,2.592733917,2.604083471,2.787367416,2.501712111,0.017052629,415.9624298,389.1876617,223.4936984,236.7755554,393.4275267,1189.652549,1113.076712,639.1919773,677.1780884,1203.888232,4846.404202
2015-10-27 19:51:30,00:01:28,3.041613514,2.775865572,2.743522559,2.836240388,2.791945589,2.460350129,0.394912712,540.1205824,385.4736826,362.1725917,425.5699164,396.5490742,1544.744866,1102.454732,1035.813612,1217.129961,1213.440167,6145.288713
2015-10-27 19:51:31,00:01:29,3.058554343,2.893987978,2.741080638,2.761296899,3.076707964,2.531932305,0.318045756,548.5026092,460.667386,360.3521747,375.1570473,557.3448025,1568.717462,1317.508724,1030.60722,1072.949155,1705.475096,6727.543025
2015-10-27 19:51:32,00:01:30,2.67028885,2.832942807,2.732533913,2.735349052,2.863365092,2.45699233,0.428356393,302.8580261,423.4779475,353.9069827,356.0427998,442.4025101,866.1739546,1211.14693,1012.17397,1018.282407,1353.751681,5488.107477
2015-10-27 19:51:33,00:01:31,2.780938411,2.709936787,2.694684133,2.735806955,2.979192874,2.524606197,0.245077725,389.0017382,336.2716491,323.82566,356.388996,508.0438012,1112.544971,961.7369165,926.1413877,1019.272529,1554.614032,5600.318456
2015-10-27 19:51:34,00:01:32,2.819093432,2.572432538,2.632720379,2.847840602,2.939362767,2.450734613,0.490683252,414.5767222,197.5207982,267.3712996,432.8487005,486.4717289,1185.689426,564.9094828,764.6819167,1237.947284,1488.603491,5266.116095
2015-10-27 19:51:35,00:01:33,2.79696352,2.901618625,2.736349416,2.856846031,2.854056139,2.53773214,0.375812114,399.942477,465.1070297,356.7986869,438.4160215,436.6988476,1143.835484,1330.206105,1020.444245,1253.869821,1336.298474,6115.377394
2015-10-27 19:51:36,00:01:34,3.087246919,2.793873897,2.808386095,2.769844425,2.988654432,2.541089939,0.409255794,562.4143002,397.8565271,407.5617094,381.2437268,513.0348912,1608.504899,1137.869668,1165.626489,1090.357059,1569.886767,6604.611617
2015-10-27 19:51:37,00:01:35,3.066948448,2.792805607,2.778777799,2.924615703,2.966984412,2.444171642,0.556050447,552.6087619,397.1327247,387.5030039,478.2379178,501.5302967,1580.461059,1135.799593,1108.258591,1367.760445,1534.682708,6760.55798
2015-10-27 19:51:38,00:01:36,3.118381416,2.598834574,2.764736751,2.948884572,2.982550201,2.469355136,0.305222841,577.1307254,230.7280679,377.6183572,491.714846,509.8204262,1650.593875,659.8822743,1079.988502,1406.30446,1560.050504,6387.856129
2015-10-27 19:51:39,00:01:37,2.96072487,2.925273629,2.584339812,2.590499009,2.96561096,2.432571972,0.671583162,498.1576559,478.60828,213.1386915,220.7841508,500.7922261,1424.730896,1368.819681,609.5766577,631.4426714,1532.424212,5593.098978
2015-10-27 19:51:40,00:01:38,2.969882075,3.20882845,2.727344831,2.663458251,3.001473317,2.477139126,0.227694308,503.0839012,617.8976613,349.9359191,296.7217659,519.7205579,1438.819957,1767.187311,1000.816729,848.6242504,1590.344907,6678.5034
2015-10-27 19:51:41,00:01:39,2.985601943,2.855834746,2.694531513,2.503802672,2.846120639,2.454092412,0.457239572,511.4299876,437.7943555,323.6987057,45.25748661,431.7772238,1462.689765,1252.091857,925.7782983,129.4364117,1321.238305,5115.627627
2015-10-27 19:51:42,00:01:40,2.782922472,2.649959906,2.568467323,2.569588097,2.888392439,2.411967294,0.876805749,390.3729379,284.2062081,192.0382128,193.6036148,457.3844171,1116.466602,812.8297551,549.2292887,553.7063382,1399.596316,4451.447738
2015-10-27 19:51:43,00:01:41,2.756824438,2.51001385,2.666144177,2.658879219,2.735176241,2.449208341,0.505884925,371.9325212,73.44234248,299.1496805,292.5361419,355.9120596,1063.727011,210.0450995,855.5680863,836.6533657,1089.090902,4074.27532
2015-10-27 19:51:44,00:01:42,2.721721818,2.553508535,2.585102912,2.666053036,2.713964039,2.46584471,0.340186689,345.5812704,169.7686558,214.1007518,299.0676175,339.481705,988.3624335,485.5383554,612.3281503,855.333386,1038.814017,3999.40912
