Time(hh:mm:ss),Elapsed Time,Voltage I/O-1(mV),Voltage I/O-2(mV),Alarm,,Comment: OMEGA OM-DAQPRO-5300,Serial number: 7014521
"06-Jun-16,23:41:04",1875,0.051,-0.014,,,,
"06-Jun-16,23:41:05",1876,0.054,-0.016,,,,
"06-Jun-16,23:41:06",1877,0.045,-0.018,,,,
"06-Jun-16,23:41:07",1878,0.051,-0.011,,,,
"06-Jun-16,23:41:08",1879,0.047,-0.011,,,,
"06-Jun-16,23:41:09",1880,0.041,-0.013,,,,
"06-Jun-16,23:41:10",1881,0.042,-0.014,,,,
"06-Jun-16,23:41:11",1882,0.039,-0.011,,,,
"06-Jun-16,23:41:12",1883,0.037,-0.01,,,,
"06-Jun-16,23:41:13",1884,0.037,-0.016,,,,
"06-Jun-16,23:41:14",1885,0.034,-0.008,,,,
"06-Jun-16,23:41:15",1886,0.031,-0.011,,,,
"06-Jun-16,23:41:16",1887,0.032,-0.011,,,,
"06-Jun-16,23:41:17",1888,0.032,-0.011,,,,
"06-Jun-16,23:41:18",1889,0.032,-0.021,,,,
"06-Jun-16,23:41:19",1890,0.035,-0.025,,,,
"06-Jun-16,23:41:20",1891,0.027,-0.025,,,,
"06-Jun-16,23:41:21",1892,0.032,-0.024,,,,
"06-Jun-16,23:41:22",1893,0.032,-0.021,,,,
"06-Jun-16,23:41:23",1894,0.037,-0.014,,,,
"06-Jun-16,23:41:24",1895,0.03,-0.013,,,,
"06-Jun-16,23:41:25",1896,0.024,-0.011,,,,
"06-Jun-16,23:41:26",1897,0.024,-0.014,,,,
"06-Jun-16,23:41:27",1898,0.025,-0.011,,,,
"06-Jun-16,23:41:28",1899,0.023,-0.01,,,,
"06-Jun-16,23:41:29",1900,0.024,-0.013,,,,
"06-Jun-16,23:41:30",1901,0.023,-0.01,,,,
"06-Jun-16,23:41:31",1902,0.023,-0.007,,,,
"06-Jun-16,23:41:32",1903,0.032,0.014,,,,
"06-Jun-16,23:41:33",1904,0.079,0.027,,,,
"06-Jun-16,23:41:34",1905,0.055,0.014,,,,
"06-Jun-16,23:41:35",1906,0.039,0.006,,,,
"06-Jun-16,23:41:36",1907,0.039,0.001,,,,
"06-Jun-16,23:41:37",1908,0.039,-0.003,,,,
"06-Jun-16,23:41:38",1909,0.039,0,,,,
"06-Jun-16,23:41:39",1910,0.049,0.007,,,,
"06-Jun-16,23:41:40",1911,0.047,0.045,,,,
"06-Jun-16,23:41:41",1912,0.049,0.045,,,,
"06-Jun-16,23:41:42",1913,0.048,0.412,,,,
"06-Jun-16,23:41:43",1914,0.041,0.357,,,,
"06-Jun-16,23:41:44",1915,0.031,0.42,,,,
"06-Jun-16,23:41:45",1916,0.028,0.341,,,,
"06-Jun-16,23:41:46",1917,0.03,0.354,,,,
"06-Jun-16,23:41:47",1918,0.023,0.182,,,,
"06-Jun-16,23:41:48",1919,0.027,0.261,,,,
"06-Jun-16,23:41:49",1920,0.025,0.341,,,,
"06-Jun-16,23:41:50",1921,0.025,0.314,,,,
"06-Jun-16,23:41:51",1922,0.028,0.275,,,,
"06-Jun-16,23:41:52",1923,0.031,0.568,,,,
"06-Jun-16,23:41:53",1924,0.028,0.371,,,,
"06-Jun-16,23:41:54",1925,0.025,0.372,,,,
"06-Jun-16,23:41:55",1926,0.027,0.344,,,,
"06-Jun-16,23:41:56",1927,0.03,0.352,,,,
"06-Jun-16,23:41:57",1928,0.034,0.192,,,,
"06-Jun-16,23:41:58",1929,0.03,0.076,,,,
"06-Jun-16,23:41:59",1930,0.025,0.018,,,,
"06-Jun-16,23:42:00",1931,0.027,0.008,,,,
"06-Jun-16,23:42:01",1932,0.028,-0.007,,,,
"06-Jun-16,23:42:02",1933,0.027,0.023,,,,
"06-Jun-16,23:42:03",1934,0.028,-0.021,,,,
"06-Jun-16,23:42:04",1935,0.031,-0.021,,,,
"06-Jun-16,23:42:05",1936,0.032,0.225,,,,
"06-Jun-16,23:42:06",1937,0.034,0.225,,,,
"06-Jun-16,23:42:07",1938,0.032,1.259,,,,
"06-Jun-16,23:42:08",1939,0.027,1.259,,,,
"06-Jun-16,23:42:09",1940,0.025,2.166,,,,
"06-Jun-16,23:42:10",1941,0.024,2.166,,,,
"06-Jun-16,23:42:11",1942,0.024,1.216,,,,
"06-Jun-16,23:42:12",1943,0.021,1.022,,,,
"06-Jun-16,23:42:13",1944,0.021,0.896,,,,
"06-Jun-16,23:42:14",1945,0.02,1.298,,,,
"06-Jun-16,23:42:15",1946,0.021,1.298,,,,
"06-Jun-16,23:42:16",1947,0.017,0.717,,,,
"06-Jun-16,23:42:17",1948,0.021,0.678,,,,
"06-Jun-16,23:42:18",1949,0.02,0.536,,,,
"06-Jun-16,23:42:19",1950,0.021,0.645,,,,
"06-Jun-16,23:42:20",1951,0.021,0.364,,,,
"06-Jun-16,23:42:21",1952,0.021,0.218,,,,
"06-Jun-16,23:42:22",1953,0.023,0.342,,,,
"06-Jun-16,23:42:23",1954,0.017,0.347,,,,
"06-Jun-16,23:42:24",1955,0.017,0.389,,,,
"06-Jun-16,23:42:25",1956,0.024,0.155,,,,
"06-Jun-16,23:42:26",1957,0.021,0.187,,,,
"06-Jun-16,23:42:27",1958,0.02,0.03,,,,
