Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0.0000,#0,#0.0
00:13:42,821.992, 1.867966E-05 , 2.010596E-02 ,-0.1033915 , 20.93573 , 6.001871 , 3.446377E-03 , 17.82526 , 0.4372385 , 43.04467 , 17.37794 , 17.13383 , 18.65601 , 17.62419 , 17.19703 , 16.81964 , 17.06603 , 16.95528 , 16.58885 , 821.992 , 290.9753 , 12.82562 , 23.4405 , 72.04516 , 17.80427 , 41.52638 , 0.2093821 , 0.2093821 , 27.74776 , 5.547503 
00:13:43,822.99,-7.919206E-06 , 1.968291E-02 ,-4.605171E-02 , 20.93539 , 6.046236 , 2.357463E-03 , 17.91876 , 0.4399779 , 42.95501 , 17.3313 , 17.13933 , 18.76304 , 17.70647 , 17.21156 , 16.89056 , 17.17084 , 17.03301 , 16.57389 , 822.99 , 291.0688 , 12.8678 , 24.7655 , 72.07474 , 20.21132 , 41.52638 , 0.2093859 , 0.2093859 , 25.93674 , 5.574291 
00:13:44,823.989,-7.127287E-05 , 1.973343E-02 ,-4.590063E-02 , 20.93499 , 6.022221 , 3.083406E-03 , 17.89506 , 0.4294474 , 43.06633 , 17.3098 , 17.1427 , 18.90397 , 17.6533 , 17.15615 , 16.90517 , 17.42732 , 17.21713 , 16.63846 , 823.989 , 291.045 , 12.71236 , 26.12076 , 72.10668 , 29.53818 , 41.52638 , 0.2093855 , 0.2093855 , 25.83083 , 5.60015 
00:13:45,824.987,-2.968191E-05 , 1.952033E-02 ,-7.653183E-02 , 20.93597 , 6.06448 , 3.083406E-03 , 17.95922 , 0.4431175 , 43.03414 , 17.27011 , 17.13893 , 18.9118 , 17.63388 , 17.1662 , 16.91743 , 17.48931 , 17.19328 , 16.6393 , 824.987 , 291.1092 , 12.91453 , 26.5493 , 72.13917 , 31.10606 , 41.52638 , 0.2093737 , 0.2093737 , 32.58287 , 5.629298 
00:13:46,826.001, 2.236724E-06 , 2.025118E-02 ,-3.939969E-02 , 20.93545 , 5.997151 , 2.379687E-03 , 17.9515 , 0.4200264 , 43.0796 , 17.26238 , 17.15847 , 18.8364 , 17.59227 , 17.21264 , 16.89846 , 17.4523 , 17.11554 , 16.65885 , 826.001 , 291.1015 , 12.57337 , 25.32019 , 72.16961 , 32.14587 , 41.52638 , 0.2093437 , 0.2093437 , 46.00336 , 5.66914 
00:13:47,826.999,-1.855875E-05 , 2.019277E-02 ,-0.1014866 , 20.93639 , 6.033714 , 2.261165E-03 , 18.00563 , 0.429475 , 43.04191 , 17.26698 , 17.17192 , 18.7551 , 17.60811 , 17.23751 , 16.89846 , 17.44309 , 17.09066 , 16.60225 , 826.999 , 291.1556 , 12.71518 , 25.25105 , 72.19923 , 29.96466 , 41.52638 , 0.2093459 , 0.2093459 , 45.73135 , 5.714918 
00:13:48,827.998,-6.377682E-05 , 1.983919E-02 ,-7.852113E-02 , 20.93519 , 6.00808 , 3.172297E-03 , 18.01181 , 0.4307604 , 43.07232 , 17.23467 , 17.10367 , 18.72063 , 17.55113 , 17.27759 , 17.02002 , 17.41096 , 17.0764 , 16.63333 , 827.998 , 291.1618 , 12.73433 , 25.14647 , 72.22849 , 23.2278 , 41.52638 , 0.2093462 , 0.2093462 , 45.73333 , 5.760602 
00:13:49,828.996,-3.258361E-05 , 1.955979E-02 ,-4.455283E-02 , 20.93557 , 6.063513 , 2.898217E-03 , 17.9695 , 0.4119 , 43.07288 , 17.30747 , 17.10407 , 18.76186 , 17.66681 , 17.23065 , 17.14037 , 17.43862 , 17.3257 , 16.82599 , 828.996 , 291.1195 , 12.45153 , 26.93349 , 72.26083 , 23.35631 , 41.52638 , 0.2093651 , 0.2093651 , 35.39109 , 5.801083 
00:13:50,829.995,-1.952598E-05 , 1.958662E-02 ,-0.0891858 , 20.93472 , 6.073086 , 3.16489E-03 , 17.97674 , 0.4141257 , 43.06446 , 17.26276 , 17.1091 , 18.88644 , 17.92482 , 17.26055 , 17.21302 , 17.55435 , 17.46852 , 17.06396 , 829.995 , 291.1267 , 12.48528 , 29.86701 , 72.29843 , 21.89435 , 41.52638 , 0.2093651 , 0.2093651 , 35.1555 , 5.836322 
00:13:51,830.993,-2.194406E-05 , 1.988181E-02 ,-4.743358E-02 , 20.93487 , 6.067233 , 4.283434E-03 , 18.03208 , 0.3946966 , 43.08568 , 17.35425 , 17.21184 , 19.03864 , 18.12006 , 17.25937 , 17.23672 , 17.56901 , 17.4515 , 17.09669 , 830.993 , 291.1821 , 12.19004 , 30.91812 , 72.33766 , 19.55756 , 41.52638 , 0.2093683 , 0.2093683 , 33.15099 , 5.870406 
00:13:52,831.991, 0.0000107 , 1.991969E-02 ,-2.190643E-02 , 20.93504 , 6.050365 , 3.261188E-03 , 18.16434 , 0.3906067 , 43.12022 , 17.4844 , 17.27422 , 19.24303 , 18.44884 , 17.34662 , 17.19297 , 17.57022 , 17.48679 , 17.09348 , 831.991 , 291.3143 , 12.12947 , 33.11615 , 72.38066 , 18.90023 , 41.52638 , 0.2093806 , 0.2093806 , 26.96497 , 5.900405 
00:13:53,832.99,-3.766157E-05 , 1.962293E-02 ,-8.724202E-02 , 20.93359 , 6.033581 , 3.342671E-03 , 18.18846 , 0.4080854 , 43.06829 , 17.52436 , 17.28472 , 19.31436 , 18.4954 , 17.28251 , 17.15373 , 17.55365 , 17.40906 , 17.01812 , 832.99 , 291.3385 , 12.39839 , 33.5322 , 72.42415 , 20.23299 , 41.52638 , 0.2093844 , 0.2093844 , 25.19703 , 5.926459 
00:13:54,833.988,-3.693615E-05 , 1.964661E-02 ,-3.848798E-02 , 20.93283 , 6.040662 , 3.446377E-03 , 18.24716 , 0.3714213 , 43.15466 , 17.49286 , 17.33924 , 19.23787 , 18.56108 , 17.29614 , 17.14709 , 17.44534 , 17.30074 , 17.02272 , 833.988 , 291.3972 , 11.82952 , 31.43289 , 72.46342 , 22.21852 , 41.52638 , 0.2093799 , 0.2093799 , 26.10549 , 5.952059 
00:13:55,834.987,-2.242768E-05 , 1.960557E-02 ,-9.367052E-02 , 20.93312 , 6.032949 , 2.898217E-03 , 18.25096 , 0.3929022 , 43.16055 , 17.50109 , 17.32942 , 19.22807 , 18.51961 , 17.30234 , 17.11239 , 17.35871 , 17.34286 , 17.06485 , 834.987 , 291.401 , 12.16687 , 32.08115 , 72.50365 , 23.06554 , 41.52638 , 0.2093725 , 0.2093725 , 30.46206 , 5.980315 
00:13:56,836.001,-4.080507E-05 , 1.989443E-02 ,-8.628932E-02 , 20.93301 , 6.130185 , 3.446377E-03 , 18.25212 , 0.3590638 , 43.13085 , 17.44589 , 17.43907 , 19.23602 , 18.56143 , 17.26499 , 17.14524 , 17.30571 , 17.2357 , 17.06619 , 836.001 , 291.4021 , 11.63116 , 30.50159 , 72.54122 , 16.01818 , 41.52638 , 0.2093673 , 0.2093673 , 32.19374 , 6.012081 
00:13:57,836.999,-1.39644E-05 , 1.964187E-02 ,-3.584028E-02 , 20.93309 , 6.058794 , 2.357463E-03 , 18.16125 , 0.3666032 , 43.20105 , 17.48369 , 17.42936 , 19.26715 , 18.55191 , 17.29157 , 17.12428 , 17.21935 , 17.21475 , 17.0679 , 836.999 , 291.3112 , 11.75081 , 30.68139 , 72.57827 , 26.64428 , 41.52638 , 0.2093654 , 0.2093654 , 33.59588 , 6.044911 
00:13:58,837.997, 3.826609E-05 , 2.006018E-02 ,-9.055862E-02 , 20.93347 , 6.018154 , 3.853795E-03 , 18.18446 , 0.3534788 , 43.15527 , 17.57249 , 17.47745 , 19.46165 , 18.53888 , 17.28312 , 17.11602 , 17.20851 , 17.10459 , 17.0436 , 837.997 , 291.3345 , 11.53901 , 30.56433 , 72.61483 , 28.78767 , 41.52638 , 0.2093525 , 0.2093525 , 38.88182 , 6.081077 
00:13:59,838.996, 2.037231E-05 , 2.017699E-02 ,-0.1127179 , 20.93343 , 6.048539 , 2.261165E-03 , 18.22125 , 0.4288126 , 43.20015 , 17.66565 , 17.54355 , 19.65608 , 18.5486 , 17.27241 , 17.11655 , 17.2995 , 17.12318 , 17.01023 , 838.996 , 291.3712 , 12.71008 , 34.98898 , 72.65926 , 32.62285 , 41.52638 , 0.2093525 , 0.2093525 , 42.82246 , 6.121887 
00:13:60,839.994, 2.962146E-06 , 1.988812E-02 ,-3.725623E-02 , 20.93225 , 6.025775 , 4.942709E-03 , 18.19879 , 0.5135219 , 43.24666 , 17.62734 , 17.45551 , 19.72388 , 18.54639 , 17.2409 , 17.05555 , 17.27259 , 17.09388 , 16.94923 , 839.994 , 291.3488 , 13.9084 , 37.37613 , 72.70768 , 29.71387 , 41.52638 , 0.209341 , 0.209341 , 52.73682 , 6.169573 
00:14:01,840.993,-4.539943E-05 , 3.041682E-02 ,-8.515956E-02 , 20.92992 , 6.047648 , 2.809325E-03 , 18.22939 , 0.4971021 , 43.20145 , 17.61505 , 17.42295 , 19.86266 , 18.55895 , 17.23543 , 17.02759 , 17.29198 , 17.0615 , 16.88956 , 840.993 , 291.3794 , 13.68495 , 36.77362 , 72.75468 , 17.06865 , 41.52638 , 0.2093453 , 0.2093453 , 49.64621 , 6.220711 
00:14:02,841.991, 1.601977E-05 , 3.079882E-02 ,-4.848352E-02 , 20.92925 , 6.011026 , 3.809349E-03 , 18.25878 , 0.4461812 , 43.1527 , 17.70762 , 17.4275 , 20.01141 , 18.57251 , 17.2536 , 17.02532 , 17.29653 , 17.04099 , 16.87826 , 841.991 , 291.4088 , 12.96576 , 35.61901 , 72.79919 , 10.40962 , 41.52638 , 0.2093474 , 0.2093474 , 45.86337 , 6.268373 
00:14:03,842.989,-3.566666E-06 , 3.028422E-02 ,-1.725157E-02 , 20.92947 , 6.060058 , 2.987108E-03 , 18.29813 , 0.4162732 , 43.18676 , 17.80794 , 17.5483 , 19.9853 , 18.7156 , 17.26353 , 16.97425 , 17.34256 , 16.99673 , 16.79327 , 842.989 , 291.4481 , 12.52451 , 35.05249 , 72.84235 , 17.14536 , 41.52638 , 0.209356 , 0.209356 , 40.01613 , 6.311226 
00:14:04,843.988,-1.251355E-05 , 3.055415E-02 ,-0.1144575 , 20.9295 , 6.028112 , 3.350079E-03 , 18.35237 , 0.4073305 , 43.21123 , 17.83073 , 17.61823 , 19.97863 , 18.80807 , 17.22055 , 16.98784 , 17.26808 , 17.05326 , 16.81829 , 843.988 , 291.5024 , 12.39041 , 35.14112 , 72.88538 , 15.20694 , 41.52638 , 0.2093536 , 0.2093536 , 40.43497 , 6.35141 
00:14:05,845.002, 1.215085E-05 , 3.063781E-02 ,-0.064084 , 20.93139 , 6.064664 , 3.053776E-03 , 18.42008 , 0.3836904 , 43.17606 , 17.87822 , 17.70882 , 19.90661 , 18.80825 , 17.19807 , 17.0783 , 17.38118 , 17.11221 , 16.77533 , 845.002 , 291.5701 , 12.02688 , 34.8708 , 72.92824 , 19.35099 , 41.52638 , 0.2093347 , 0.2093347 , 48.87532 , 6.396692 
00:14:06,846, 1.215085E-05 , 3.090932E-02 ,-7.590583E-02 , 20.93171 , 6.066792 , 3.535269E-03 , 18.46045 , 0.3791883 , 43.21112 , 17.87111 , 17.70172 , 19.87472 , 18.79214 , 17.25876 , 17.05756 , 17.4216 , 17.17511 , 16.75698 , 846 , 291.6104 , 11.95694 , 34.84585 , 72.97006 , 18.59229 , 41.52638 , 0.2093085 , 0.2093085 , 60.89921 , 6.451468 
00:14:07,846.999, 8.203331E-05 , 3.092037E-02 ,-0.1063838 , 20.93294 , 6.095041 , 5.009378E-03 , 18.49291 , 0.3673598 , 43.2121 , 17.79736 , 17.69351 , 19.91834 , 18.80656 , 17.27542 , 17.02908 , 17.54213 , 17.15124 , 16.73512 , 846.999 , 291.6429 , 11.76962 , 34.4076 , 73.01083 , 17.13545 , 41.52638 , 0.2093093 , 0.2093093 , 59.51876 , 6.511619 
00:14:08,847.997, 1.062141E-04 , 3.103876E-02 ,-1.321747E-02 , 20.93332 , 6.023424 , 3.631567E-03 , 18.43147 , 0.334562 , 43.2049 , 17.72906 , 17.63184 , 19.911 , 18.87592 , 17.25904 , 16.90415 , 17.48726 , 17.15734 , 16.64647 , 847.997 , 291.5815 , 11.23076 , 31.89375 , 73.04668 , 24.07807 , 41.52638 , 0.2093143 , 0.2093143 , 54.80626 , 6.568666 
00:14:09,848.995, 5.156553E-05 , 0.0309914 ,-7.927866E-02 , 20.93287 , 6.043437 , 3.446377E-03 , 18.45103 , 0.3393815 , 43.1954 , 17.85045 , 17.68106 , 19.93071 , 18.76028 , 17.22464 , 16.86974 , 17.53649 , 17.14541 , 16.62772 , 848.995 , 291.601 , 11.31175 , 32.18873 , 73.08282 , 28.63994 , 41.52638 , 0.2093136 , 0.2093136 , 55.38318 , 6.62365 
00:14:10,849.994, 2.109774E-05 , 3.029054E-02 ,-6.825226E-02 , 20.93213 , 6.036364 , 2.52043E-03 , 18.45546 , 0.3464842 , 43.1442 , 17.89999 , 17.61533 , 19.91254 , 18.66298 , 17.25597 , 16.80156 , 17.51588 , 17.09328 , 16.62515 , 849.994 , 291.6055 , 11.42959 , 31.84657 , 73.1181 , 27.51242 , 41.52638 , 0.2093136 , 0.2093136 , 46.2661 , 6.674425 
00:14:11,850.992, 1.529435E-05 , 3.065833E-02 ,-1.218446E-02 , 20.93181 , 6.060749 , 2.898217E-03 , 18.50637 , 0.3056177 , 43.19861 , 17.89902 , 17.65064 , 19.92737 , 18.55605 , 17.32758 , 16.84611 , 17.57605 , 17.07444 , 16.61533 , 850.992 , 291.6564 , 10.73534 , 30.14108 , 73.15 , 27.76282 , 41.52638 , 0.2093073 , 0.2093073 , 45.99784 , 6.720464 
00:14:12,851.991, 3.445762E-06 , 3.077514E-02 ,-0.1185231 , 20.93161 , 6.053111 , 4.424179E-03 , 18.56673 , 0.3072321 , 43.21809 , 17.88725 , 17.65212 , 19.93363 , 18.51926 , 17.34491 , 16.89735 , 17.54383 , 17.01493 , 16.61018 , 851.991 , 291.7167 , 10.76478 , 30.03659 , 73.18152 , 27.53825 , 41.52638 , 0.2093066 , 0.2093066 , 45.99663 , 6.766416 
00:14:13,852.989, 2.061412E-05 , 3.053837E-02 ,-7.062378E-02 , 20.93142 , 6.031778 , 3.075998E-03 , 18.5479 , 0.290978 , 43.29033 , 17.85257 , 17.70785 , 20.07704 , 18.61339 , 17.47285 , 16.93507 , 17.59938 , 17.00288 , 16.67943 , 852.989 , 291.6979 , 10.47581 , 30.59852 , 73.21379 , 25.85985 , 41.52638 , 0.2093121 , 0.2093121 , 42.2506 , 6.810451 
00:14:14,854.003,-2.847287E-05 , 3.050838E-02 ,-5.889702E-02 , 20.93013 , 6.048903 , 4.535292E-03 , 18.59422 , 0.2868662 , 43.24503 , 17.92599 , 17.75642 , 20.0533 , 18.54915 , 17.48314 , 16.99271 , 17.67522 , 17.01298 , 16.75755 , 854.003 , 291.7442 , 10.40236 , 31.05047 , 73.24717 , 25.86125 , 41.52638 , 0.2093019 , 0.2093019 , 46.71634 , 6.855556 
00:14:15,855.001,-7.755987E-05 , 3.030317E-02 ,-0.118106 , 20.92899 , 6.005098 , 3.172297E-03 , 18.55305 , 0.2908305 , 43.23335 , 18.11287 , 17.69956 , 19.86356 , 18.49656 , 17.50287 , 16.96271 , 17.66107 , 16.9288 , 16.75924 , 855.001 , 291.703 , 10.47325 , 30.70921 , 73.27917 , 32.60603 , 41.52638 , 0.2093075 , 0.2093075 , 44.74561 , 6.901195 
00:14:16,856,-3.621073E-05 , 3.049733E-02 ,-6.148438E-03 , 20.92941 , 6.010374 , 1.083359E-03 , 18.56965 , 0.2992118 , 43.29597 , 18.23108 , 17.75669 , 19.80794 , 18.39817 , 17.5963 , 16.9974 , 17.65504 , 16.87761 , 16.81882 , 856 , 291.7197 , 10.62339 , 31.53938 , 73.31247 , 43.26937 , 43.26937 , 0.2092981 , 0.2092981 , 48.86943 , 6.947957 
00:14:17,856.998, 6.679942E-05 , 3.099456E-02 ,-6.298617E-02 , 20.92962 , 6.03866 , 2.009307E-03 , 18.60196 , 0.2642084 , 43.32096 , 18.20469 , 17.68057 , 19.7928 , 18.29506 , 17.71225 , 17.02977 , 17.83432 , 16.93707 , 16.86022 , 856.998 , 291.752 , 9.983233 , 30.13872 , 73.34296 , 46.51358 , 46.51358 , 0.2092929 , 0.2092929 , 47.99075 , 6.99629 
00:14:18,857.997, 4.020056E-05 , 3.072463E-02 ,-0.1289818 , 20.93048 , 6.058473 , 2.994515E-03 , 18.63953 , 0.271017 , 43.32695 , 18.18136 , 17.71836 , 19.78531 , 18.26031 , 17.85848 , 17.09909 , 17.88094 , 16.95002 , 16.91832 , 857.997 , 291.7895 , 10.1117 , 31.27214 , 73.37532 , 45.79924 , 46.51358 , 0.2092858 , 0.2092858 , 51.16084 , 7.045817 
00:14:19,858.995, 2.714293E-05 , 3.065833E-02 ,-5.650639E-03 , 20.93024 , 6.063456 , 4.32788E-03 , 18.64445 , 0.2680376 , 43.32744 , 18.14118 , 17.72549 , 19.80841 , 18.31271 , 17.94017 , 17.18103 , 17.84978 , 16.97761 , 17.04984 , 858.995 , 291.7945 , 10.05605 , 31.91462 , 73.40857 , 44.75396 , 46.51358 , 0.2092704 , 0.2092704 , 57.3087 , 7.099942 
00:14:20,859.993, 5.138417E-06 , 3.059204E-02 ,-7.086112E-02 , 20.9303 , 6.04329 , 3.89824E-03 , 18.69465 , 0.2270555 , 43.27694 , 18.24993 , 17.8006 , 19.78854 , 18.42163 , 17.99943 , 17.36007 , 17.78255 , 17.10455 , 17.24015 , 859.993 , 291.8446 , 9.256204 , 31.08115 , 73.44008 , 35.48613 , 46.51358 , 0.2092704 , 0.2092704 , 52.96244 , 7.154967 
00:14:21,860.992,-7.677399E-06 , 3.091563E-02 ,-5.834728E-02 , 20.92835 , 6.047625 , 4.446401E-03 , 18.6763 , 0.2459283 , 43.27229 , 18.32193 , 17.84317 , 19.86943 , 18.4167 , 18.05543 , 17.44559 , 17.80709 , 17.14494 , 17.31222 , 860.992 , 291.8263 , 9.632909 , 33.44407 , 73.47565 , 32.76539 , 46.51358 , 0.209255 , 0.209255 , 61.01333 , 7.211899 
00:14:22,861.99,-4.05028E-06 , 3.053205E-02 ,-6.298087E-03 , 20.92574 , 6.072821 , 4.076022E-03 , 18.71016 , 0.2554763 , 43.28997 , 18.40549 , 17.86362 , 19.97545 , 18.56133 , 18.04201 , 17.49533 , 17.78445 , 17.18807 , 17.33711 , 861.99 , 291.8602 , 9.818694 , 35.12488 , 73.51394 , 26.97702 , 46.51358 , 0.2092366 , 0.2092366 , 69.52785 , 7.277039 
00:14:23,862.989,-6.951974E-06 , 0.030551 ,-0.1281602 , 20.92581 , 6.06498 , 4.076022E-03 , 18.78152 , 0.2309197 , 43.25589 , 18.50392 , 17.98696 , 20.02174 , 18.65294 , 18.06814 , 17.55537 , 17.80396 , 17.20299 , 17.36565 , 862.989 , 291.9315 , 9.336025 , 34.54265 , 73.55094 , 25.67136 , 46.51358 , 0.2092273 , 0.2092273 , 69.73362 , 7.346601 
00:14:24,863.987, 7.139376E-05 , 0.0308888 ,-5.258911E-02 , 20.92631 , 6.043263 , 4.505662E-03 , 18.78715 , 0.2306233 , 43.31243 , 18.56603 , 18.03548 , 20.02295 , 18.76673 , 18.12807 , 17.63117 , 17.79376 , 17.342 , 17.55658 , 863.987 , 291.9371 , 9.33012 , 36.06175 , 73.59035 , 26.17745 , 46.51358 , 0.2092227 , 0.2092227 , 71.40109 , 7.417027 
00:14:25,865.001, 3.584802E-05 , 3.100561E-02 ,-7.413434E-02 , 20.92624 , 6.036599 , 4.164913E-03 , 18.82343 , 0.2261883 , 43.34565 , 18.5865 , 18.12149 , 20.13358 , 18.89553 , 18.14634 , 17.6697 , 17.85273 , 17.50248 , 17.61096 , 865.001 , 291.9734 , 9.240549 , 37.22726 , 73.63221 , 30.44752 , 46.51358 , 0.2091907 , 0.2091907 , 74.14785 , 7.490818 
00:14:26,865.999, 4.171186E-06 , 3.002535E-02 ,-0.1186336 , 20.92562 , 6.027593 , 3.083406E-03 , 18.96352 , 0.2200947 , 43.28412 , 18.75146 , 18.2166 , 20.21049 , 19.06503 , 18.23684 , 17.7422 , 17.93423 , 17.59304 , 17.64055 , 865.999 , 292.1135 , 9.117413 , 38.6386 , 73.67562 , 31.60896 , 46.51358 , 0.2091826 , 0.2091826 , 75.84972 , 7.56567 
00:14:27,866.998,-4.781751E-05 , 3.040104E-02 ,-1.507355E-02 , 20.92554 , 6.054679 , 3.075998E-03 , 18.99482 , 0.2094598 , 43.30345 , 18.85266 , 18.20706 , 20.17857 , 19.04429 , 18.20706 , 17.77575 , 17.98361 , 17.61076 , 17.59953 , 866.998 , 292.1448 , 8.894887 , 37.84016 , 73.71732 , 32.55614 , 46.51358 , 0.2091863 , 0.2091863 , 72.79453 , 7.639915 
00:14:28,867.996,-4.346496E-05 , 3.023687E-02 ,-7.803024E-02 , 20.92609 , 5.987181 , 4.801965E-03 , 19.07926 , 0.226277 , 43.36442 , 19.00717 , 18.21501 , 20.13011 , 19.07484 , 18.24427 , 17.77688 , 18.28052 , 17.74061 , 17.68868 , 867.996 , 292.2292 , 9.246408 , 40.88985 , 73.7641 , 33.00839 , 46.51358 , 0.2091792 , 0.2091792 , 78.20564 , 7.715263 
00:14:29,868.995,-2.242768E-05 , 0.0303158 ,-6.135528E-02 , 20.92608 , 6.043721 , 3.720458E-03 , 19.144 , 0.2450952 , 43.3282 , 19.02889 , 18.18705 , 20.09541 , 19.0425 , 18.25036 , 17.78961 , 18.42647 , 17.89805 , 17.76254 , 868.995 , 292.294 , 9.624283 , 43.30461 , 73.81486 , 42.84522 , 46.51358 , 0.2091792 , 0.2091792 , 81.7533 , 7.795165 
00:14:30,869.993,-4.032146E-05 , 0.0303158 ,-3.855851E-02 , 20.92508 , 6.051733 , 4.713074E-03 , 19.25338 , 0.2615161 , 43.40229 , 19.02115 , 18.229 , 20.27007 , 19.34144 , 18.25826 , 17.77947 , 18.70297 , 18.10256 , 17.95566 , 869.993 , 292.4034 , 9.943321 , 47.56413 , 73.87271 , 53.22838 , 53.22838 , 0.2091698 , 0.2091698 , 88.02006 , 7.87988 
00:14:31,870.991, 3.608982E-05 , 3.067728E-02 ,-9.951518E-02 , 20.92563 , 6.13719 , 3.327857E-03 , 19.28577 , 0.2136817 , 43.37635 , 18.91342 , 18.22056 , 20.27983 , 19.3308 , 18.31553 , 17.75317 , 18.78265 , 18.06927 , 17.91353 , 870.991 , 292.4358 , 8.988555 , 42.81407 , 73.92172 , 49.57878 , 53.22838 , 0.2091673 , 0.2091673 , 80.0866 , 7.963769 
00:14:32,871.99,-3.621073E-05 , 3.067096E-02 ,-0.0657566 , 20.92469 , 6.103582 , 4.446401E-03 , 19.33592 , 0.2011387 , 43.38137 , 18.89389 , 18.17378 , 20.25574 , 19.3179 , 18.42903 , 17.73564 , 19.05186 , 18.16256 , 17.96155 , 871.99 , 292.4859 , 8.721503 , 42.38632 , 73.96965 , 45.94039 , 53.22838 , 0.2091682 , 0.2091682 , 77.43922 , 8.042451 
00:14:33,872.988, 2.472485E-05 , 3.070096E-02 ,-7.918216E-02 , 20.92418 , 6.072679 , 3.446377E-03 , 19.40693 , 0.1884588 , 43.42668 , 18.90627 , 18.17716 , 20.11253 , 19.25821 , 18.52495 , 17.71416 , 19.08447 , 18.10721 , 17.91522 , 872.988 , 292.5569 , 8.443149 , 40.65197 , 74.0141 , 39.98051 , 53.22838 , 0.2091509 , 0.2091509 , 81.0158 , 8.121519 
00:14:34,873.987, 2.859378E-05 , 0.0306678 ,-8.724702E-02 , 20.92347 , 6.046581 , 2.801918E-03 , 19.41522 , 0.1724987 , 43.35098 , 18.74296 , 18.10429 , 19.99462 , 19.18524 , 18.59175 , 17.6593 , 19.41522 , 18.09748 , 17.77217 , 873.987 , 292.5652 , 8.077842 , 38.42855 , 74.05431 , 40.74931 , 53.22838 , 0.2091323 , 0.2091323 , 83.51337 , 8.203703 
00:14:35,875.001, 1.028288E-04 , 3.086196E-02 ,-3.226108E-02 , 20.92192 , 6.027848 , 3.075998E-03 , 19.46459 , 0.1714726 , 43.38822 , 18.7335 , 18.15354 , 20.04836 , 19.27286 , 18.65459 , 17.76492 , 19.60427 , 18.32285 , 17.90282 , 875.001 , 292.6146 , 8.05446 , 40.05456 , 74.09774 , 38.97385 , 53.22838 , 0.2091043 , 0.2091043 , 92.30578 , 8.292841 
00:14:36,875.999,-7.193783E-06 , 3.051153E-02 ,-9.313221E-02 , 20.92039 , 6.018229 , 1.550037E-03 , 19.50235 , 0.1945232 , 43.4011 , 18.85719 , 18.28631 , 20.17188 , 19.41228 , 18.84817 , 17.82557 , 19.76386 , 18.37887 , 18.04244 , 875.999 , 292.6523 , 8.579317 , 45.00262 , 74.1489 , 48.60577 , 53.22838 , 0.2090935 , 0.2090935 , 102.0847 , 8.389847 
00:14:37,876.997, 3.149547E-05 , 3.064728E-02 ,-9.648526E-02 , 20.91855 , 6.033195 , 2.713027E-03 , 19.5329 , 0.1933043 , 43.40673 , 18.9262 , 18.35978 , 20.39157 , 19.57131 , 18.95544 , 17.96001 , 19.91842 , 18.371 , 18.13396 , 876.997 , 292.6829 , 8.552842 , 46.93075 , 74.20304 , 59.95253 , 59.95253 , 0.2090776 , 0.2090776 , 107.3581 , 8.494357 
00:14:38,877.996, 3.294632E-05 , 3.073568E-02 ,-3.821751E-02 , 20.91762 , 6.04528 , 4.238989E-03 , 19.65085 , 0.1950601 , 43.38542 , 18.89986 , 18.39654 , 20.47563 , 19.65765 , 19.01939 , 18.02183 , 19.99573 , 18.40114 , 18.103 , 877.996 , 292.8008 , 8.593328 , 47.93021 , 74.25858 , 56.79905 , 59.95253 , 0.2090759 , 0.2090759 , 108.0154 , 8.601933 
00:14:39,878.994, 3.02261E-07 , 0.030521 ,-0.1054032 , 20.91716 , 6.028617 , 3.535269E-03 , 19.73128 , 0.1885117 , 43.46198 , 18.76369 , 18.39574 , 20.46584 , 19.71327 , 19.08406 , 18.16092 , 20.2339 , 18.70042 , 18.29417 , 878.994 , 292.8813 , 8.449014 , 48.83093 , 74.31521 , 55.19778 , 59.95253 , 0.2090759 , 0.2090759 , 106.2005 , 8.708831 
00:14:40,879.993, 3.391355E-05 , 3.060467E-02 ,-4.040363E-02 , 20.91517 , 6.015997 , 4.438994E-03 , 19.79565 , 0.2014869 , 43.4898 , 18.71961 , 18.47603 , 20.54596 , 19.77746 , 19.05599 , 18.43758 , 20.38603 , 18.88221 , 18.50989 , 879.993 , 292.9456 , 8.735906 , 52.54448 , 74.37796 , 55.97974 , 59.95253 , 0.2090627 , 0.2090627 , 114.4484 , 8.819041 
